customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito
872806,27,pemilik bisnis,lajang,Pendidikan Tinggi,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Bali,0
689185,43,pemilik bisnis,menikah,SMP,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,NTB,1
581990,51,pekerja kasar,menikah,SMP,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,Jawa,1
555560,62,teknisi,menikah,unknown,no,unknown,unknown,cellular,jul,mon,3,999,1,failure,-1.7,94.215,-40.3,0.827,4991.6,Sulawesi,1
793359,31,penyedia jasa,lajang,SMA,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Sulawesi,0
923256,55,sosial media specialis,menikah,SMA,no,no,no,telephone,jul,wed,1,9,1,success,-1.7,94.215,-40.3,0.802,4991.6,Jawa,1
518151,32,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,Sumatera,0
484146,37,sosial media specialis,menikah,SMA,no,unknown,unknown,cellular,jul,thu,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,Sumatera,1
389237,34,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Kalimantan,0
488568,54,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,NTT,0
183739,38,penyedia jasa,lajang,SMP,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,0
137542,40,penyedia jasa,menikah,Diploma,no,yes,no,cellular,oct,thu,1,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,Bali,1
468204,46,teknisi,cerai,Diploma,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Papua,0
303946,34,sosial media specialis,lajang,SMA,no,yes,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,Jawa,1
769332,41,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Sulawesi,0
643158,42,teknisi,cerai,SMP,no,no,no,telephone,jun,fri,22,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NTT,0
827370,59,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,yes,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,NTB,0
836730,35,pekerja kasar,menikah,SMP,no,no,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,0
506111,38,pekerja kasar,menikah,Diploma,no,no,yes,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Sulawesi,0
739471,52,sosial media specialis,cerai,SMA,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Sulawesi,0
969058,35,sosial media specialis,menikah,SMP,no,no,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Bali,1
393446,39,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Jawa,0
319103,56,penyedia jasa,menikah,Tidak Tamat SD,unknown,yes,no,cellular,nov,fri,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,Jawa,0
206687,29,entrepreneur,menikah,Diploma,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
677317,30,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,Sumatera,0
663915,33,teknisi,menikah,Diploma,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,Sumatera,1
334385,51,penyedia jasa,menikah,Diploma,unknown,no,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Sulawesi,0
504833,34,pekerja kasar,menikah,SMP,no,yes,no,telephone,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NTB,0
305672,29,asisten rumah tangga,lajang,Pendidikan Tinggi,no,no,yes,telephone,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Bali,1
674719,30,pekerja kasar,lajang,SMP,no,yes,no,cellular,may,wed,6,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,Kalimantan,0
978495,37,teknisi,menikah,Pendidikan Tinggi,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Kalimantan,0
946606,29,pemilik bisnis,lajang,Pendidikan Tinggi,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Papua,0
612564,43,sosial media specialis,menikah,SMA,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NTT,0
442147,30,penyedia jasa,lajang,SMA,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Bali,0
764993,34,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,NTT,0
600264,28,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTT,0
281754,25,sosial media specialis,menikah,unknown,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Bali,0
359189,33,penyedia jasa,menikah,SMA,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
742307,41,pekerja kasar,lajang,SD,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Sulawesi,0
567560,46,entrepreneur,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Jawa,0
810580,33,pekerja kasar,menikah,SMA,unknown,yes,yes,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,Kalimantan,0
293490,39,pemilik bisnis,menikah,Tidak Tamat SD,unknown,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Jawa,0
609283,47,pekerja kasar,menikah,Diploma,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
428404,31,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,jun,tue,2,13,1,success,-2.9,92.963,-40.8,1.262,5076.2,NTB,1
886539,41,penyedia jasa,cerai,SMA,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Bali,0
796553,47,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Bali,0
332640,45,entrepreneur,cerai,Pendidikan Tinggi,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Sumatera,0
287449,54,pensiunan,menikah,Diploma,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTT,0
949636,43,manajer,menikah,unknown,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Sumatera,0
891483,57,asisten rumah tangga,menikah,Tidak Tamat SD,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Sulawesi,0
389141,59,pengangguran,menikah,Diploma,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,Sulawesi,0
783061,52,sosial media specialis,menikah,unknown,no,no,no,telephone,sep,tue,5,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,Sumatera,0
629822,39,teknisi,menikah,Diploma,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,NTT,0
289172,30,pengangguran,menikah,Diploma,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Sumatera,0
643883,52,pekerja kasar,menikah,SD,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTB,0
468178,42,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,Sumatera,0
419512,56,entrepreneur,menikah,Pendidikan Tinggi,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Bali,1
258919,45,teknisi,menikah,Diploma,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Kalimantan,0
790781,26,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Kalimantan,0
185573,68,pensiunan,menikah,SMA,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Sumatera,0
994546,42,entrepreneur,menikah,Pendidikan Tinggi,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,NTB,0
274465,39,pekerja kasar,menikah,SMP,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Kalimantan,0
319939,39,manajer,menikah,Pendidikan Tinggi,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,1
586452,32,manajer,lajang,Pendidikan Tinggi,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Sumatera,0
875961,22,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Jawa,0
210777,34,pekerja kasar,menikah,SMA,no,no,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,NTT,0
594601,27,penyedia jasa,menikah,SD,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,Papua,0
179996,40,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Kalimantan,0
667199,47,unknown,menikah,unknown,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Bali,0
434950,29,sosial media specialis,menikah,SMA,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,NTB,0
978591,28,pekerja kasar,lajang,SMP,no,yes,no,telephone,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,Bali,0
666996,37,teknisi,menikah,Pendidikan Tinggi,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,NTT,0
984215,24,entrepreneur,menikah,Pendidikan Tinggi,no,yes,yes,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,NTB,0
783110,45,manajer,cerai,SMP,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,NTB,0
484153,52,pekerja kasar,menikah,SMP,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Sulawesi,0
475467,58,pensiunan,menikah,Diploma,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,Kalimantan,0
265658,30,sosial media specialis,menikah,Pendidikan Tinggi,no,no,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTT,0
479328,30,pekerja kasar,menikah,SMA,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Jawa,0
467289,37,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,Papua,0
103319,32,teknisi,menikah,SMA,no,no,yes,cellular,jun,fri,4,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,NTT,0
270924,26,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,telephone,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,Papua,0
126849,48,sosial media specialis,menikah,SMA,no,no,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,Jawa,1
139056,47,sosial media specialis,menikah,Pendidikan Tinggi,no,unknown,unknown,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Papua,1
208623,45,pekerja kasar,menikah,SMP,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Jawa,0
123624,38,pekerja kasar,lajang,SMP,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
777901,40,sosial media specialis,lajang,SMA,no,yes,no,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,Sulawesi,0
333435,34,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Bali,0
469533,32,pekerja kasar,menikah,Diploma,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Sulawesi,0
251985,41,pekerja kasar,menikah,Diploma,unknown,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Papua,0
544499,32,penyedia jasa,lajang,SD,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Jawa,0
263803,54,teknisi,menikah,Diploma,no,yes,no,cellular,aug,wed,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Papua,0
229056,64,pensiunan,menikah,Pendidikan Tinggi,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,Kalimantan,0
244518,26,sosial media specialis,lajang,SMA,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,NTB,0
999348,38,penyedia jasa,menikah,SMP,no,unknown,unknown,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Bali,0
933633,74,pensiunan,menikah,SMA,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Sulawesi,0
370024,31,pemilik bisnis,menikah,SMP,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTT,0
621855,40,teknisi,menikah,Diploma,no,yes,no,cellular,may,wed,1,3,4,success,-1.8,93.876,-40.0,0.682,5008.7,Jawa,1
113852,58,pensiunan,menikah,unknown,no,unknown,unknown,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Jawa,0
196092,44,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Bali,0
113026,43,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Sulawesi,0
627474,40,penyedia jasa,menikah,SD,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTT,0
693430,39,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,NTT,0
969580,35,entrepreneur,lajang,Pendidikan Tinggi,no,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Papua,0
350308,27,pekerja kasar,lajang,SMP,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Sumatera,0
639933,31,sosial media specialis,cerai,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Papua,0
962001,36,teknisi,menikah,Diploma,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Bali,0
282118,30,penyedia jasa,lajang,SMA,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Sulawesi,0
976839,47,pekerja kasar,menikah,SMP,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Papua,0
827736,53,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Jawa,0
488545,52,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Papua,0
918040,44,pemilik bisnis,lajang,Diploma,no,yes,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,Sulawesi,1
638093,56,sosial media specialis,menikah,SMP,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Bali,0
709488,28,sosial media specialis,lajang,SMA,no,yes,no,cellular,oct,tue,2,999,3,failure,-3.4,92.431,-26.9,0.728,5017.5,Jawa,0
232387,45,pekerja kasar,menikah,SMP,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Bali,0
575171,55,penyedia jasa,menikah,SMA,unknown,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
149355,26,manajer,lajang,Pendidikan Tinggi,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,Sumatera,1
312100,43,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Kalimantan,0
321789,39,pekerja kasar,menikah,SD,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sumatera,1
951558,31,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Jawa,0
765052,35,pekerja kasar,lajang,SMP,no,no,yes,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Jawa,0
318412,37,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,yes,cellular,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Bali,0
592096,30,asisten rumah tangga,menikah,SD,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Bali,0
336152,28,pekerja kasar,menikah,SMP,no,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Sumatera,0
608356,30,pekerja kasar,lajang,SMP,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sumatera,0
690234,41,manajer,menikah,Pendidikan Tinggi,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Jawa,0
633990,57,penyedia jasa,cerai,SMA,no,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Papua,0
272493,46,sosial media specialis,menikah,SMA,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Sulawesi,0
714250,52,manajer,menikah,Pendidikan Tinggi,no,no,no,telephone,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,NTT,0
284547,34,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Bali,0
122726,42,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Bali,0
891069,34,penyedia jasa,menikah,SMA,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Papua,0
622937,43,sosial media specialis,menikah,Diploma,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,0
700654,56,sosial media specialis,cerai,SMA,no,yes,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Bali,0
485621,30,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,telephone,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Sulawesi,0
203872,30,unknown,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,Sulawesi,0
274661,53,teknisi,menikah,Diploma,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Kalimantan,0
766813,53,pekerja kasar,menikah,SMP,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Sumatera,0
677459,32,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Sumatera,0
773340,42,pekerja kasar,menikah,SMP,unknown,no,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Kalimantan,0
185383,44,sosial media specialis,cerai,Pendidikan Tinggi,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Bali,0
266218,39,entrepreneur,cerai,Tidak Tamat SD,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sulawesi,0
657116,34,sosial media specialis,lajang,Pendidikan Tinggi,unknown,no,no,telephone,jun,thu,16,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,Papua,0
332987,28,sosial media specialis,lajang,SMA,no,yes,no,cellular,jun,tue,1,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2,Jawa,1
101194,28,pekerja kasar,menikah,SMA,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NTB,0
737574,34,pekerja kasar,menikah,SMP,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Bali,0
423883,59,entrepreneur,menikah,Tidak Tamat SD,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sulawesi,0
751311,46,pekerja kasar,menikah,Tidak Tamat SD,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Bali,0
155714,49,teknisi,menikah,Diploma,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,Sulawesi,0
594392,33,pekerja kasar,menikah,SMP,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Sulawesi,0
348408,41,teknisi,lajang,Pendidikan Tinggi,unknown,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Sulawesi,0
262286,33,sosial media specialis,menikah,SMP,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,Sulawesi,0
186933,36,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Kalimantan,1
248869,52,teknisi,menikah,SMP,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,Papua,0
837928,33,teknisi,menikah,Diploma,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Sumatera,0
535067,36,pekerja kasar,menikah,SD,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Sulawesi,0
879600,27,teknisi,menikah,Diploma,no,no,yes,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,Kalimantan,0
483448,56,pengangguran,cerai,Pendidikan Tinggi,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
284395,34,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,Sulawesi,0
662743,60,pensiunan,menikah,Tidak Tamat SD,no,yes,no,cellular,oct,wed,2,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6,Papua,0
337297,31,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Bali,0
189488,34,pekerja kasar,menikah,SD,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,Kalimantan,0
557021,56,pensiunan,menikah,Tidak Tamat SD,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NTB,1
187154,33,penyedia jasa,menikah,SD,no,yes,yes,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,NTT,0
222739,55,teknisi,cerai,Pendidikan Tinggi,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sumatera,0
220331,18,mahasiswa,lajang,SMP,no,yes,no,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.715,5023.5,Sumatera,0
905547,53,sosial media specialis,menikah,Pendidikan Tinggi,unknown,no,no,cellular,aug,tue,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTT,0
199087,52,pemilik bisnis,menikah,Tidak Tamat SD,unknown,yes,no,telephone,may,wed,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Papua,0
434818,37,pekerja kasar,cerai,SMP,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,NTT,0
245725,30,sosial media specialis,lajang,SMA,no,unknown,unknown,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
